PaperProjectID,DOI,Title,NoveltyScore,Confidence,ControversyIndex,Classification,Explanation,AdjudicationNote,Uniqueness,Tension,Synthesis,Coherence
029_804,https://doi.org/10.1016/j.ejps.2025.107361,Pulmonary delivery of anti-infectives from natural sources: Development and characterization of liposomal sanggenon formulations,0.5574,0.8801,1,Moderately Novel,"This paper is a 5.6/10 for novelty, and we are 88% confident in this assessment. The moderate confidence (88%) suggests reasonable agreement among judges.",Socratic Panel,0.664,0.3,0.6897,0.883
029_805,https://doi.org/10.1186/s12903-024-03867-w,The effect of increasing the gaps between the front teeth on torque and intrusion control of the incisors for anterior retraction with clear aligners: a prospective study,0.4746,0.9305,0.7717,Incremental,"This paper is a 4.7/10 for novelty, and we are 93% confident in this assessment. The high confidence (93%) indicates strong consensus across all judge perspectives.",Consensus,0.532,0.3,0.6535,0.9103
029_806,https://doi.org/10.1002/aic.18642,"Simultaneous optimization of simulated moving bed adsorption and distillation for 2,3‐butanediol recovery",0.5297,0.9453,0.6078,Incremental,"This paper is a 5.3/10 for novelty, and we are 95% confident in this assessment. The high confidence (95%) indicates strong consensus across all judge perspectives.",Consensus,0.618,0.3,0.6891,0.9312
029_807,https://doi.org/10.1177/21582440241240239,Analysis of China’s Smart Elderly Care Service Policy: Based on the Three-dimensional Framework,0.4952,0.9478,0.5805,Incremental,"This paper is a 5.0/10 for novelty, and we are 95% confident in this assessment. The high confidence (95%) indicates strong consensus across all judge perspectives.",Consensus,0.556,0.3,0.716,0.9345
029_808,https://doi.org/10.1111/jns.12654,"Pain hypersensitivity, sensorimotor impairment, and decreased muscle force in a novel rat model of radiation‐induced peripheral neuropathy",0.5243,0.9533,0.5189,Incremental,"This paper is a 5.2/10 for novelty, and we are 95% confident in this assessment. The high confidence (95%) indicates strong consensus across all judge perspectives.",Consensus,0.62,0.3,0.6231,0.8814
029_809,https://doi.org/10.3897/brics-econ.5.e119490,Prospects for the development of cross-border e-commerce between Russia and China,0.4854,0.9375,0.6942,Incremental,"This paper is a 4.9/10 for novelty, and we are 94% confident in this assessment. The high confidence (94%) indicates strong consensus across all judge perspectives.",Consensus,0.54,0.3,0.7137,0.95
029_810,https://doi.org/10.5223/pghn.2025.28.4.201,Optimizing Weaning Strategies: A Consensus-Based Approach for Complementary Feeding in the Middle East and North Africa Region,0.4963,0.9484,0.5735,Incremental,"This paper is a 5.0/10 for novelty, and we are 95% confident in this assessment. The high confidence (95%) indicates strong consensus across all judge perspectives.",Consensus,0.568,0.3,0.6552,0.9326
029_811,https://doi.org/10.1016/j.gecco.2025.e03474,Multi-primer-based environmental DNA survey for vertebrate biodiversity monitoring in protected island wetlands,0.5184,0.9276,0.8044,Incremental,"This paper is a 5.2/10 for novelty, and we are 93% confident in this assessment. The high confidence (93%) indicates strong consensus across all judge perspectives.",Consensus,0.62,0.25,0.7135,0.9481
029_812,https://doi.org/10.1021/acs.orglett.5c04085,Photoinduced Cleavage of Alkenyl Fluorides for Nucleophilic Acyl Substitution via In Situ Generated Acyl Fluorides,0.45,0.9702,0.3308,Incremental,"This paper is a 4.5/10 for novelty, and we are 97% confident in this assessment. The high confidence (97%) indicates strong consensus across all judge perspectives. Note: Final score was adjusted by the Skeptic Gate (Responsible Metrics filter).",VETO: Review Cap (Consensus),0.622,0.4,0.6174,0.9016
029_813,https://doi.org/10.7759/cureus.78940,Point-of-Care Ultrasound (POCUS) Exam Performed by an Anesthesiologist Changes Obstetric Management,0.5577,0.9726,0.3042,Moderately Novel,"This paper is a 5.6/10 for novelty, and we are 97% confident in this assessment. The high confidence (97%) indicates strong consensus across all judge perspectives.",Consensus,0.62,0.4,0.6565,0.9278
029_814,https://doi.org/10.3390/ijfs11040138,Audit Expectation Gap in the External Audit of Banks in Mozambique,0.45,0.9421,0.6436,Incremental,"This paper is a 4.5/10 for novelty, and we are 94% confident in this assessment. The high confidence (94%) indicates strong consensus across all judge perspectives. Note: Final score was adjusted by the Skeptic Gate (Responsible Metrics filter).",VETO: Review Cap (Consensus),0.548,0.3,0.6204,0.944
029_815,https://doi.org/10.3174/ajnr.a8645,Deep Learning MRI Models for the Differential Diagnosis of Tumefactive Demyelination versus<i>IDH</i>Wild-Type Glioblastoma,0.4668,0.9212,0.8755,Incremental,"This paper is a 4.7/10 for novelty, and we are 92% confident in this assessment. The high confidence (92%) indicates strong consensus across all judge perspectives.",Consensus,0.524,0.3,0.6238,0.8899
029_816,https://doi.org/10.1038/s41467-024-50414-w,Interneuron diversity in the human dorsal striatum,0.6465,0.9541,0.5099,Moderately Novel,"This paper is a 6.5/10 for novelty, and we are 95% confident in this assessment. The high confidence (95%) indicates strong consensus across all judge perspectives.",Consensus,0.768,0.4,0.6567,0.9323
029_817,https://doi.org/10.3389/fmats.2024.1349870,Research on the antibacterial mechanism of medical nanosilver latex composite materials,0.5122,0.9693,0.3412,Incremental,"This paper is a 5.1/10 for novelty, and we are 97% confident in this assessment. The high confidence (97%) indicates strong consensus across all judge perspectives.",Consensus,0.58,0.3,0.7423,0.95
029_818,https://doi.org/10.1021/acs.est.4c08994,Greenhouse Gas Emissions and Decarbonization Potential of Global Fired Clay Brick Production,0.6357,0.8518,1,Moderately Novel,"This paper is a 6.4/10 for novelty, and we are 85% confident in this assessment. The moderate confidence (85%) suggests reasonable agreement among judges.",Socratic Panel,0.745,0.4,0.6871,0.9407
029_819,https://doi.org/10.25130/tjps.v30i2.1667,Evaluation of Entamoeba histolytica In Stool Samples of Children in Baghdad City Using of Polymerase Chain Reaction (PCR),0.4777,0.9453,0.6072,Incremental,"This paper is a 4.8/10 for novelty, and we are 95% confident in this assessment. The high confidence (95%) indicates strong consensus across all judge perspectives.",Consensus,0.532,0.3,0.6853,0.9434
029_820,https://doi.org/10.1038/s41598-025-97235-5,Machine learning models for estimating the overall oil recovery of waterflooding operations in heterogenous reservoirs,0.5143,0.9705,0.3276,Incremental,"This paper is a 5.1/10 for novelty, and we are 97% confident in this assessment. The high confidence (97%) indicates strong consensus across all judge perspectives.",Consensus,0.588,0.3,0.7154,0.9414
029_821,https://doi.org/10.1140/epjc/s10052-025-14998-x,Exploring sub-GeV dark matter physics with cosmic ray and future telescopes,0.5069,0.9271,0.8103,Incremental,"This paper is a 5.1/10 for novelty, and we are 93% confident in this assessment. The high confidence (93%) indicates strong consensus across all judge perspectives.",Consensus,0.588,0.3,0.6413,0.9282
029_822,https://doi.org/10.53761/wwep7q93,Reflecting on practice in sustainable education classrooms: COVID-19 tales of hope,0.5228,0.9765,0.2614,Incremental,"This paper is a 5.2/10 for novelty, and we are 98% confident in this assessment. The high confidence (98%) indicates strong consensus across all judge perspectives.",Consensus,0.612,0.3,0.6555,0.9205
029_823,https://doi.org/10.3390/cancers16010207,The Value of Surveillance Imaging of Oral Squamous Cell Carcinoma,0.4504,0.9578,0.469,Incremental,"This paper is a 4.5/10 for novelty, and we are 96% confident in this assessment. The high confidence (96%) indicates strong consensus across all judge perspectives.",Consensus,0.486,0.3,0.6875,0.9346
029_824,https://doi.org/10.61435/ijred.2025.60780,Optimization of fuel cell switching control based on power following strategy in fuel cell hybrid electrical vehicle,0.5289,0.9484,0.5731,Incremental,"This paper is a 5.3/10 for novelty, and we are 95% confident in this assessment. The high confidence (95%) indicates strong consensus across all judge perspectives.",Consensus,0.612,0.3,0.7166,0.9186
029_825,https://doi.org/10.1002/eap.3025,The impacts of fire vary among vertical strata: Responses of ant communities to long‐term experimental burning,0.5306,0.9613,0.4299,Incremental,"This paper is a 5.3/10 for novelty, and we are 96% confident in this assessment. The high confidence (96%) indicates strong consensus across all judge perspectives.",Consensus,0.62,0.3,0.6857,0.94
029_826,https://doi.org/10.1364/optcon.522485,Aberration-corrected wide wavelength range spectrum dispersion element based on the Pancharatnam-Berry metasurface,0.5624,0.9888,0.1246,Moderately Novel,"This paper is a 5.6/10 for novelty, and we are 99% confident in this assessment. The high confidence (99%) indicates strong consensus across all judge perspectives.",Consensus,0.618,0.4,0.7161,0.9434
029_827,https://doi.org/10.1002/advs.202407440,A Sliding‐Kernel Computation‐In‐Memory Architecture for Convolutional Neural Network,0.63,0.9246,0.8379,Moderately Novel,"This paper is a 6.3/10 for novelty, and we are 92% confident in this assessment. The high confidence (92%) indicates strong consensus across all judge perspectives.",Consensus,0.78,0.3,0.7196,0.9173
029_828,https://doi.org/10.1016/j.heliyon.2024.e26469,Green honey of Banggi Island: A preliminary anti-diabetic study on zebrafish model,0.5041,0.9792,0.2312,Incremental,"This paper is a 5.0/10 for novelty, and we are 98% confident in this assessment. The high confidence (98%) indicates strong consensus across all judge perspectives.",Consensus,0.566,0.3,0.7453,0.925
029_829,https://doi.org/10.1093/ckj/sfae042,Differential associations of fetuin-A and calcification propensity with cardiovascular events and subsequent mortality in patients undergoing hemodialysis,0.45,0.9417,0.6477,Incremental,"This paper is a 4.5/10 for novelty, and we are 94% confident in this assessment. The high confidence (94%) indicates strong consensus across all judge perspectives.",Consensus,0.496,0.3,0.6243,0.7
029_830,https://doi.org/10.1080/13603124.2024.2313007,Navigating the ethical quagmire: an in-depth analysis of ethical leadership practices amidst turbulence and multiple deprivation in four Zimbabwean schools,0.45,0.8962,1,Incremental,"This paper is a 4.5/10 for novelty, and we are 90% confident in this assessment. The moderate confidence (90%) suggests reasonable agreement among judges. Note: Final score was adjusted by the Skeptic Gate (Responsible Metrics filter).",VETO: Review Cap (Socratic Panel),0.557,0.3,0.7143,0.9426
029_831,https://doi.org/10.1111/aor.14982,Impact of Vitamin E‐Coated Membrane Hemodiafilter on Serum Albumin Redox State in the Acute Kidney Injury Pig Hemodialysis Model,0.482,0.9323,0.7526,Incremental,"This paper is a 4.8/10 for novelty, and we are 93% confident in this assessment. The high confidence (93%) indicates strong consensus across all judge perspectives.",Consensus,0.544,0.3,0.6558,0.9226
029_832,https://doi.org/10.12688/openreseurope.16183.2,WALIS dashboard: An online tool to explore a global paleo sea-level database,0.5295,0.9686,0.3486,Incremental,"This paper is a 5.3/10 for novelty, and we are 97% confident in this assessment. The high confidence (97%) indicates strong consensus across all judge perspectives.",Consensus,0.568,0.4,0.6867,0.9448
029_833,https://doi.org/10.3102/01623737231202469,Platform Governance and Education Policy: Power and Politics in Emerging Edtech Ecologies,0.5647,0.9379,0.6902,Moderately Novel,"This paper is a 5.6/10 for novelty, and we are 94% confident in this assessment. The high confidence (94%) indicates strong consensus across all judge perspectives.",Consensus,0.632,0.4,0.6553,0.9464
029_834,https://doi.org/10.1155/ijcp/9888902,Advancing Biomedical Engineering With Artificial Intelligence and Machine Learning: A Systematic Review,0.45,0.9617,0.4258,Incremental,"This paper is a 4.5/10 for novelty, and we are 96% confident in this assessment. The high confidence (96%) indicates strong consensus across all judge perspectives. Note: Final score was adjusted by the Skeptic Gate (Responsible Metrics filter).",VETO: Review Cap (Consensus),0.58,0.25,0.7463,0.9179
029_835,https://doi.org/10.1002/mco2.70068,Targeting intracellular cancer proteins with tumor‐microenvironment‐responsive bispecific nanobody‐PROTACs for enhanced therapeutic efficacy,0.6279,0.9485,0.572,Moderately Novel,"This paper is a 6.3/10 for novelty, and we are 95% confident in this assessment. The high confidence (95%) indicates strong consensus across all judge perspectives.",Consensus,0.772,0.3,0.7471,0.9239
